Image; Model; Series; Yen Price; Release Date; Notes
Mush_Gundam_Mk._II_Boxart.jpg;Musha Gundam Mk-II;Dynasty Warriors Gundam 2;¥6,000;2010 May;Parts and color variant of MG-082. Features gold plated parts. Water slide decal sheet is sold separately as GD-82. China/Hong Kong release includes a set of flower decals.
MG_QanT.jpg;GNT-0000 00 Qan[T];Mobile Suit Gundam 00 The Movie -A wakening of the Trailblazer-;¥4,500;2010 November;Includes Setsuna F. Seiei figurine and black  Action Base 2 for GN Sword V in Buster Rifle mode. Chest accommodates Gunpla LED Unit (sold separately). Water slide decal sheet is sold separately as GD-89. As an undocumented feature, armor parts can be removed and GN Condensers in the arms and legs can be extended to recreate Quantum Burst mode.
Rezel-mg.jpg;RGZ-95 ReZEL;Mobile Suit Gundam Unicorn;¥4,800;2010 October;Includes two Riddhe Marcenas figurines and Action Base 1 adapter for Wave Rider mode. Fully transformable kit.
N/A;GNX-803T GN-XIV;Mobile Suit Gundam 00 The Movie -A wakening of the Trailblazer-;N/A;2010 October;Parts and color variant of MG-129. Tentative release announced at the 50th All Japan Plamodel Hobby Show 2010, with the prototype model on display. Plans to release this model never went beyond this announcement.
MG_Zaku_II_2.0_Clear_Color_Ver.jpg;MS-06J Zaku II Ver.2.0 Clear Color Ver.;Mobile Suit Gundam;¥3,500;2010 September;Gunpla Expo 2010 exclusive clear color variant of MG-097.
Mg-deathscythe-ew.jpg;XXXG-01D Gundam Deathscythe EW;New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥3,800;2010 September;Includes Duo Maxwell figurine. Water slide decal sheet is sold separately as GD-88.
MG_945SH_G_Ver.GP30th_RX-78-2.jpg;Metal In Frame 945SH G Ver.GP30th RX-78-2 Gundam;Mobile Suit Gundam;N/A;2010 September;Limited original release. Features metal frame parts. Includes custom display base/phone charger and water slide decal sheet. Bundled with Limited Edition Softbank 945SH G Ver.GP30th mobile phone. Released to commemorate the 30th anniversary of Gunpla.
Mg_delta_plus_boxart.jpg;MSN-001A1 Delta Plus;Mobile Suit Gundam Unicorn;¥4,500;2011 August;Includes Riddhe Marcenas and Audrey Burne figurines, and additional parts to support the frame in Wave Rider mode. Fully transformable kit.
MG_Zaku_II_Commander_Type_Char_Aznable_custom_Cup_Noodle_Original_Clear_Color_Ver..jpg;MS-06S Zaku II (Char Aznable Custom) Ver.2.0 Cup Noodle Original Clear Color Ver.;Mobile Suit Gundam;N/A;2011 August;Nissin Cup Noodle exclusive clear color variant of MG-098. Offered as a grand prize in Nissin Cup Noodle's 40th anniversary campaign. Limited to 1,000 units.
Mg-full-armor-rx0-verka.jpg;"RX-0 Full Armor Unicorn Gundam ""Ver.Ka""";Mobile Suit Gundam Unicorn;¥8,000;2011 December;Parts variant of MG-102 with green psychoframe and Y plate runner for improved knee articulation and leg hardpoints for Grenade racks. Includes Banagher Links figurine, two MG-exclusive Hyper Beam Javelin, and parts to create Type 94 Base Jabber (includes two Earth Federation pilot figurines) for normal Unicorn Gundam. Armed Armor DE was sold separately.
Deathscythe_h_boxart.jpg;XXXG-01D2 Gundam Deathscythe Hell;New Mobile Report Gundam Wing: Endless Waltz;¥4,500;2011 February;Parts and color variant of MG-138.
Rgz-95c-mg.jpg;RGZ-95C ReZEL Commander Type;Mobile Suit Gundam Unicorn;¥5,000;2011 January;Parts and color variant of MG-139. Includes Norm Basilicock figurine. Fully transformable kit.
Mg-epyon.jpg;OZ-13MS Gundam Epyon EW;New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥4,800;2011 June;Includes Milliardo Peacecraft figurine. Water slide decal sheet is sold separately as GD-98. First official Katoki redesign of the Gundam Epyon. Fully transformable kit.
Mg_wing_ew.jpg;XXXG-01W Wing Gundam EW;New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥3,500;2011 March;Color variant of MG-069. Includes a custom mount part for Action Base 1. Fully transformable kit.
1-100_MG_Shenlong_Gundam_EW_Boxart.jpg;XXXG-01S Shenlong Gundam EW;New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥3,800;2011 March;Uses the XA and XB plate runners of MG-138. Includes Chang Wufei figurine. Water slide decal sheet is sold separately as GD-92.
MG_Beam_Gatling_Gun_Set_for_UC_Gundam_ACE.jpg;RX-0 Unicorn Gundam Beam Gatling Gun [x2] Set Ver.Animecolor;Mobile Suit Gundam Unicorn (Novel);¥740;2011 March;''Gundam UC ACE'' Vol.2 exclusive accessory kit for MG-102. Color variant of the accessory kit originally offered in the Limited Edition of ''Mobile Suit Gundam Unicorn'' novel Vol.4.
MG_RX-78-2_2.0_Club_MG_Pure_Gold_Plating_Ver.jpg;RX-78-2 Gundam Ver.2.0 Pure Gold Plating Ver.;Mobile Suit Gundam;N/A;2011 March;club MG exclusive gold chrome plated color variant of MG-111. Offered to members with 150 points in the Point Service program.
MG_RX-78-2_Club_MG_Titanium_Finish_Ver.jpg;RX-78-2 Gundam Titanium Finish Ver.;Mobile Suit Gundam;N/A;2011 March;club MG exclusive metallic color variant of MG-001. Offered to members with 50 points in the Point Service program.
MG_RX-78-2_Ver_One_Year_War_Club_MG_Chrome_Plating_Ver.jpg;RX-78-2 Gundam Ver.One Year War 0079 Chrome Plating Ver.;Mobile Suit Gundam: The One Year War;N/A;2011 March;club MG exclusive silver chrome plated color variant of MG-078. Offered to members with 60 points in the Point Service program.
MG_RX-78-2_Ver_One_Year_War_Club_MG_Titanium_Finish_Ver.jpg;RX-78-2 Gundam Ver.One Year War 0079 Titanium Finish Ver.;Mobile Suit Gundam: The One Year War;N/A;2011 March;club MG exclusive metallic color variant of MG-078. Offered to members with 60 points in the Point Service program.
MG_1-100_00_Raiser_-_Boxart.jpg;GN-0000+GNR-010 00 Raiser;Mobile Suit Gundam 00;¥6,500;2011 May;Includes Setsuna F. Seiei (civilian outfit) and Saji Crossroad figurines, and GN Condensers to create GN-0000RE+GNR-010 00 Raiser GN Condenser Type. Chest, GN Drives, and O Raiser binders accommodate Gunpla LED Units (sold separately).
MG_00_Qan_T_Clear_Color_Ver.jpg;GNT-0000 00 Qan[T] Clear Color Version;Mobile Suit Gundam 00 The Movie -A wakening of the Trailblazer-;¥4,500;2011 November;Gunpla Expo World Tour 2011 exclusive clear color variant of MG-140.
GunplaLEDUnit-Red.jpg;Gunpla LED Unit Red (2 Unit Set);N/A;¥1,100;2011 October;P-Bandai exclusive accessory kit for MG-129, as well as most MG kits that feature light-up gimmicks. Requires two LR41 watch batteries each. Also compatible with HGBC-000.
Mg-sandrock.jpg;XXXG-01SR Gundam Sandrock EW;New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥3,800;2011 October;Uses the XA and XB plate runners of MG-138. Includes Quatre Raberba Winner figurine, Heat Shotel and Beam Machine Gun. Water slide decal sheet is sold separately as GD-99.
MG_Trans-Am_Raiser.jpg;GN-0000+GNR-010 Trans-Am Raiser;Mobile Suit Gundam 00;¥6,500;2011 October;P-Bandai exclusive color variant of MG-145.
GunplaLEDUnit-Green.jpg;Gunpla LED Unit Green (2 Unit Set);N/A;¥1,100;2011 September;Accessory kit for MG-145 and MG-148, as well as most MG kits that feature light-up gimmicks. Requires two LR41 watch batteries each. Also compatible with HGBC-000 and RE-100.
MG_1_100_GN-0000GNHW7SG.jpg;GN-0000GNHW/7SG 00 Gundam Seven Sword/G;Mobile Suit Gundam 00V: Battlefield Record;¥5,500;2011 September;Parts variant of MG-145. Includes Setsuna F. Seiei (civilian outfit) figurine and original parts to combine the two GN Katars into arm-mounted or handheld twin edge weapon. Chest, GN Drives, and GN Buster Sword II accommodate Gunpla LED Units (sold separately).
MG_Nemo_-Unicorn_Color_Ver.-.jpg;MSA-003 Nemo (Unicorn Color Ver.);Mobile Suit Gundam Unicorn;¥3,000;2012 April;P-Bandai exclusive color variant of MG-084. Uses the E plate runner of MG-056 and duplicates of the A and E plate runners. Includes additional GM Rifle.
MG_Nemo_Unicorn_Desert_Color_Ver.jpg;MSA-003 Nemo (Unicorn Desert Color Ver.);Mobile Suit Gundam Unicorn;¥3,000;2012 April;P-Bandai exclusive color variant of MG-084. Uses the E plate runner of MG-056 and duplicates of the A and E plate runners. Includes additional GM Rifle. 170mm cannon is sold separately with RE-008.
Mg-spallow-box.jpg;Gundam AGE-1 Spallow;Mobile Suit Gundam AGE;¥3,500;2012 April;Parts variant of MG-153.
Blitz_Gundam_Mirage_Colloid_Clear_Ver.jpg;GAT-X207 Blitz Gundam (Mirage Colloid Clear Ver.);Mobile Suit Gundam SEED;¥4,000  ;2012 August;Chara Hobby 2012 C3×HOBBY exclusive clear variant of MG-158.
age-2_boxart.jpg;Gundam AGE-2 Normal;Mobile Suit Gundam AGE;¥4,200  ;2012 August;Includes Asemu Asuno figurine. Fully transformable kit.
MG_Unicorn_Gundam_02_Banshee_Titanium_Finish.jpg;RX-0 Unicorn Gundam 02 Banshee Titanium Finish Ver.;Mobile Suit Gundam Unicorn;¥12,000;2012 December;Special metallic color variant of MG-155. Includes water slide decal sheet.
Nu_Gundam_ver_KA_MG_Box_Art.jpg;"RX-93  Gundam ""Ver.Ka"" ";Mobile Suit Gundam: Char's Counterattack;¥7,000;2012 December;"Redesign of MG-034 with improved articulation and proportions. Uses Emotion Manipulator SP (MP1) plate runner, a new preassembled hand design dual-molded in ABS and polypropylene for high articulation. Features ""Invoke Mode"" gimmick, which consists mainly of a green psychoframe (transformation requires removal of some armor parts). Includes Amuro Ray (blue uniform) figurine, an Amuro insignia display base from MG-095, effect parts for the Fin Funnels, and water slide decal sheet. Neck accommodates Gunpla LED Unit (sold separately). Released to commemorate the 25th anniversary of ''Char's Counterattack''."
MG_Age1.jpg;Gundam AGE-1 Normal;Mobile Suit Gundam AGE;¥3,500  ;2012 February ;Features a specialized Inner Frame system. Includes Flit Asuno figurine. First MG kit from the Advanced Generation timeline.
MG_Duel_Gundam_Assaultshroud.jpg;GAT-X102 Duel Gundam Assault Shroud;Mobile Suit Gundam SEED;¥4,200  ;2012 February ;Includes Yzak Jule figurine and Bazooka that was not seen in the TV series. Water slide decal sheet is sold separately with MG ZGMF-X13A Providence Gundam G.U.N.D.A.M. Edition. Released in conjunction with ''Gundam SEED'' Remaster project.
Mg-ew-heavyarms.jpg;XXXG-01H Gundam Heavyarms EW;New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥3,800  ;2012 January;Uses the XA and XB plate runners of MG-138. Includes Trowa Barton figurine, optional shield piece for Gatling Gun and hidden Beam Saber. Water slide decal sheet is sold separately as GD-100.
China_Special_01.jpg;RX-78-2 Gundam Ver.2.0 China Special;Mobile Suit Gundam;RMB¥420;2012 July;China exclusive color variant of MG-111. Includes display base and additional sticker sheet designed by Chen Hui.
MG_Ballute_Pack.jpg;Ballute Pack;Mobile Suit Zeta Gundam;¥1,400;2012 June;P-Bandai exclusive accessory kit originally bundled with MG-081. Compatible with MG-037, MG-070, MG-073, MG-077, MG-084, MG-157, and MG-187.
MG_Zaku_II_Commander_Type_(Char_Aznable_Custom)_Ver._2.0_Real_Type_Color.jpg;MS-06S Zaku II (Char Aznable Custom) Ver.2.0 Realtype Color;Mobile Suit Gundam;¥3,800;2012 June;P-Bandai exclusive color variant of MG-098. Includes water slide decal sheet.
Mg_blitz_boxart.jpg;GAT-X207 Blitz Gundam;Mobile Suit Gundam SEED;¥4,000  ;2012 June;Uses the B, C, D, E, and F plate runners of MG-152. Includes two Nicol Amalfi figurines. Water slide decal sheet is sold separately with MG ZGMF-X13A Providence Gundam G.U.N.D.A.M. Edition.
MG_Gundam_Ver._2.0_Real_Type_Color.jpg;RX-78-2 Gundam Ver.2.0 Realtype Color;Mobile Suit Variations;¥4,200;2012 June;P-Bandai exclusive re-release of MG-121 without the G Fighter. Includes water slide decal sheet.
Mg_rx-0_unicorn_gundam_02_banshee_boxart_large.jpg;RX-0 Unicorn Gundam 02 Banshee;Mobile Suit Gundam Unicorn;¥5,500;2012 March;Parts and color variant of MG-102 with yellow psychoframe,  F plate runners are renewed for improved knee articulation. Includes articulated Armed Armor VN/BS and Marida Cruz figurine, as well as a leftover Banagher Links figurine from MG-102. Released to coincide with release of the 5th episode of the OVA.
"MG_Unicorn_Gundam_02_Banshee_""Ver.Ka""_(Final_Battle_Ver.).jpg";"RX-0 Unicorn Gundam 02 Banshee ""Ver.Ka"" (Final Battle Ver.)";Mobile Suit Gundam Unicorn (Novel);¥5,000;2012 March;P-Bandai exclusive parts and color variant of MG-102 with green psychoframe. Includes metallic gold water slide decal sheet.
Mg_age-1_titus.jpg;Gundam AGE-1 Titus;Mobile Suit Gundam AGE;¥3,500;2012 March ;Parts variant of MG-153.
Marasai_Box_Art.jpg;RMS-108 Marasai;Mobile Suit Zeta Gundam;¥4,000;2012 May;"Includes Titans pilot figurine, ""round forming joint"" custom attachment for Action Base 1, and adapter parts for the optional Ballute System. Upper torso accommodates Gunpla LED Unit (sold separately)."
MG_Rocket_Bazooka_for_Sinanju_Gundam_ACE.jpg;Sinanju Ver.Ka;Mobile Suit Gundam Unicorn (Novel);¥740;2012 May;''Gundam UC ACE'' Vol.4 exclusive accessory kit for MG-116. Re-release of the accessory kit originally offered in the Limited Edition of ''Mobile Suit Gundam Unicorn'' novel Vol.8.
DarkHound_MG_Boxart.jpg;Gundam AGE-2 Dark Hound;Mobile Suit Gundam AGE;¥4,200;2012 November;Parts and color variant of MG-159. Includes Captain Ash figurine. Fully transformable kit.
N/A;AGE-3 Gundam AGE-3 Normal;Mobile Suit Gundam AGE;N/A;2012 November;Tentative release announced at Gunpla Expo World Tour 2012 Japan, with the prototype model on display at the event. Plans to release this model never went beyond this announcement.
N/A;AGE-FX Gundam AGE-FX;Mobile Suit Gundam AGE;N/A;2012 November;Tentative release announced at Gunpla Expo World Tour 2012 Japan, with the prototype model on display at the event. Plans to release this model never went beyond this announcement.
N/A;Ovv-f Gafran;Mobile Suit Gundam AGE;N/A;2012 November;Originally announced at Gunpla Expo World Tour 2012 Japan, with a tentative roll out date of April 2012. Plans to release this model never went beyond this announcement.
Aegis_Boxart.jpg;GAT-X303 Aegis Gundam;Mobile Suit Gundam SEED;¥4,800  ;2012 October;Includes Athrun Zala figurine. Water slide decal sheet is sold separately with MG ZGMF-X13A Providence Gundam G.U.N.D.A.M. Edition. Fully transformable kit.
MG_Zaku_II_Commander_Type_(Black_Tri-Stars)_Ver._2.0.jpg;MS-06S Zaku II (Black Tri-Stars Custom) ;Mobile Suit Variations;¥3,500;2012 September;P-Bandai exclusive color variant of MG-098. Includes water slide decal sheet.
MG_Buster_Boxart.jpg;GAT-X103 Buster Gundam;Mobile Suit Gundam SEED;¥4,000;2012 September;Uses the B, C, D, E, and F plate runners of MG-152. Includes Dearka Elsman figurine. Water slide decal sheet is sold separately with MG ZGMF-X13A Providence Gundam G.U.N.D.A.M. Edition.
MG_Jesta_Boxart.jpg;RGM-96X Jesta;Mobile Suit Gundam Unicorn;¥4,500;2013 April;Uses Emotion Manipulator SP (MP1) plate runner. Includes Londo Bell Tri-Stars pilot figurine. Upper torso accommodates Gunpla LED Unit (sold separately).
MG_Zaku_II_Yuma_Lightning_Custom.jpg;MS-06R-1A Zaku II (Uma Lightning's Custom);MSV-R;¥4,500;2013 April;P-Bandai exclusive color variant of MG-103. Includes water slide decal sheet.
MG_Rx-78-2_ver_3.0_Boxart.jpg;RX-78-2 Gundam Ver.3.0;Mobile Suit Gundam;¥4,500;2013 August;Uses the D and K plate runners of MG-111, and Emotion Manipulator SP (MP1) plate runner. Includes Amuro Ray figurine. Upper torso accommodates Gunpla LED Unit (sold separately). Beam Javelin, Gundam Hammer and water slide decal sheet are sold separately with P-Bandai exclusive accessory kit,  water slide decal sheet is also sold separately as GD-97. First MG Ver.3.0 kit, part of the evolution of the MG Line, where greater articulation is achieved using a new armor on inner frame placement design. Like the Real Grade version, this kit is modeled after the 1/1 scale RX-78-2 Gundam statue. Released to commemorate the 35th anniversary of ''Gundam''.
MG_Gundam_Ver.3.0_Extra_Weapon_Pack.jpg;RX-78-2 Gundam Ver.3.0;Mobile Suit Gundam;¥1,500;2013 August;P-Bandai exclusive accessory kit for MG-172. Includes Beam Javelin, extra Hyper Bazooka, Gundam Hammer, one yellow Gunpla LED Unit, and water slide decal sheet.
MG_Gundam_AGE-2_Normal_SP.jpg;Gundam AGE-2 SPver.;Mobile Suit Gundam AGE;¥4,200  ;2013 August;P-Bandai exclusive color variant of MG-159.
MG_Zaku_II_Anavel_Gato_Custom.jpg;MS-06R-1A Zaku II (Anavel Gato Custom);MSV-R;¥4,500;2013 August;P-Bandai exclusive color variant of MG-103. Includes water slide decal sheet.
MG_Gundam_Cup_Noodle_Curry_Original_Clear_Color_Ver.jpg;RX-78-2 Gundam Clear Color;Mobile Suit Gundam;N/A;2013 August;Nissin Cup Noodle exclusive clear yellow/brown variant of MG-001. Offered as a grand prize in Nissin Cup Noodle Curry's 40th anniversary campaign. Limited to 1,000 units.
MG_Gundam_AGE-1_Normal_Unit_02.jpg;Gundam AGE-1F/2;Mobile Suit Gundam AGE -UNKNOWN SOLDIERS-;¥3,500  ;2013 August ;P-Bandai exclusive color variant of MG-153.
MG_Crossbone_Gundam_X-3_Ver._Ka.jpg;"XM-X3 Crossbone Gundam X3 ""Ver.Ka""";Mobile Suit Crossbone Gundam;¥4,500;2013 December;P-Bandai exclusive color variant of MG-089 with Muramasa Blaster and I-Field Generator parts. Includes water slide decal sheet.
MGRX-78-2GundamGFT.jpg;RX-78-2 Gundam Ver.3.0 GFT;Mobile Suit Gundam;¥4,500;2013 December;"Gundam Front Tokyo exclusive gloss color variant of MG-172 with an additional sticker sheet to replicate the ""Wall-G"" projector screen on the cockpit hatch."
MG_Sazabi_ver_KA_new_Boxart.jpg;"MSN-04 Sazabi ""Ver.Ka""";Mobile Suit Gundam: Char's Counterattack;¥9,000;2013 December;"Redesign of MG-029 with improved articulation and proportions. First and currently the only regular release MG kit to use Emotion Manipulator SP (MP2) plate runner, a new hand design using the same dual molding technique as the earlier Emotion Manipulator SP (MP1) plate runner. Features ""Invoke Mode"", which consists of opening armor hatches. Includes Long Rifle seen in illustrations, Char Aznable figurine, and water slide decal sheet. Neck accommodates Gunpla LED Unit (sold separately). Funnel effect parts are sold separately as P-Bandai exclusive accessory kit."
MGSinanjuSteinBoxArt.jpg;"MSN-06S Sinanju Stein ""Ver.Ka"" ";Mobile Suit Gundam Unicorn MSV;¥7,000;2013 February;Parts and color variant of MG-116. Uses Emotion Manipulator SP (MP1) plate runner. Includes Rocket Bazooka and water slide decal sheet.
MG__Gundam_Ver._Ka_Double_Fin_Funnel_Set.jpg;"RX-93  Gundam ""Ver.Ka"" Double Fin Funnel Custom Unit";Mobile Suit Gundam: Char's Counterattack;¥2,000;2013 January;P-Bandai exclusive accessory kit to convert MG-163 into RX-93  Gundam Double Fin Funnel Type. Includes six Fin Funnels with beam effect parts and clear display arms, an Amuro insignia display base from MG-095, and water slide decal sheet.
